图像名称,图像概念,图像叙事,类别,距离,图像情感类别,检查,概念
139403.jpg,岗位职责；生产文员,生产文员的岗位职责,0,1,0,1.0,
139404.jpg,潮汕菜；烹调特点,在唐代就潮汕菜已展示其烹调特点,7,3,0,,
139406.jpg,观荷；云游鞍山；雾里,云游鞍山雾里观荷如仙境,10,3,0,,
139407.jpg,霹雳手段；菩萨心肠,霹雳手段菩萨心肠,14,1,0,1.0,
139408.jpg,复星创富；真相,复星创富无法出金真相不是你想的那么简单,5,1,0,,
139409.jpg,疫苗；保护,保护自己，打疫苗,8,1,0,,
139410.jpg,病魔无情；胃癌晚期；捐助,病魔无情人有情—志丹县农民胃癌晚期急需化疗费用急盼好心人捐助,8,1,0,,
139411.jpg,展馆；自豪；和谐号动车组,"值得国人自豪的展馆,六次铁路大提速,和谐号动车组,高速铁路技术",6,1,0,,
139412.jpg,汽车；保有量；增长,"随着汽车保有量的不断增长,道路拥堵的情况愈演愈烈",6,1,0,1.0,
139413.jpg,高档小区；产权房,沿渡河镇山水国际高档小区产权房你理想的家园,13,1,0,1.0,
139414.jpg,威士忌；创意包装,12款主流威士忌品牌创意包装集锦_朴琢,7,1,0,,
139416.jpg,机械硬盘,传统的机械硬盘,6,1,0,1.0,
139418.jpg,英格尔斯；费沃斯；运动员,英格尔斯突破. 费沃斯扣篮,3,3,0,,
139420.jpg,吉水；砍人；身亡事件,警方通报:吉水砍人身亡事件,5,3,0,,
139421.jpg,唐山；广告投放,唐山微信朋友圈推荐广告投放价格效果,15,1,0,1.0,
139422.jpg,老酒壶,造型独特老酒壶---少见,14,1,0,,
139424.jpg,孙强；哈药集团管理层,孙强与哈药集团管理层合影,2,3,6,1.0,
139426.jpg,4t发动机；插混系统,4t发动机 电动机所组成的插混系统.,6,1,0,,
139427.jpg,晨练；山东美女；身材,山东美女街头晨练气质迷人s型身材惹人羡慕太诱惑了,11,2,1,,
139429.jpg,环形阵列,怎样环形阵列,9,1,0,,
139430.jpg,秘境；巴尔斯；树陇,"走进秘境巴尔斯探寻朝那湫八步沙的树陇上,一碗浆水的念想甘南",10,1,0,,
139434.jpg,劳务结算单,劳务结算单,2,1,0,1.0,
139435.jpg,命中率；回落,"上赛季他的命中率虽然有所回落,但是在三分线外有38.",3,3,0,,
139436.jpg,蓝牙耳机；上线,米物真无线蓝牙耳机要上线了,6,1,0,,
139438.jpg,胡同；现代办公,传统胡同变身现代办公 鼓楼煤厂的华丽转身,10,3,0,,
139440.jpg,月亮；中秋节,"盼星星盼月亮,中秋节终于又到啦!",10,3,0,,
139441.jpg,成考；普遍,成考受众群体普遍,9,1,0,,
139443.jpg,蚂蚁；咬,"梅州一村民田间除草,被这种蚂蚁咬了一下,突然心跳加速",10,1,0,,
139445.jpg,芝麻糊；杏仁茶,芝麻糊配杏仁茶,7,1,0,,
139446.jpg,冷敷贴；补霜降,"医用冷敷贴效果怎么样不说!一年补透透,不如今日补霜降!",7,1,0,,
139449.jpg,反式脂肪酸；植物末,"植物末大多含有反式脂肪酸, 人体把它完全代谢需要30天!",7,1,0,,
139451.jpg,串串香；麻辣；技术加盟,"串串香麻辣串技术加盟,大连麻辣串秘制汤底蘸料培训技术加盟",7,1,0,,
139452.jpg,背带裤；男士；提升一线,而且很多男士的背带裤都会在设计当中增加提升一线的机会,11,3,0,1.0,
139453.jpg,大树；枯萎；倒伏伤人,"衡祁路一家属区大树已枯萎多年,居民担忧枯树倒伏伤人",5,1,0,,
139454.jpg,丰田；车型；后赛那,"作为丰田今年最为重磅的车型之一,国产后赛那的价格应该是消费者最为关心",6,1,0,,
139456.jpg,新政策；让利；大行,"解读小微新政策:大行让利幅度较大,对小行或偏利好",1,1,0,1.0,
139457.jpg,外资企业；长沙,"1-7月长沙新设立外资企业143家,同比增长38.8%.",2,1,0,1.0,
139459.jpg,高考狂人；复读,高考狂人瞒天过海复读十二年如此执着为哪般,9,1,0,,
139463.jpg,新政；限价令,"新政!福州被""限价令""击中!房价涨幅不得高于10%",1,1,0,1.0,
139466.jpg,黑色背景；瘦,黑色背景 瘦瘦瘦,8,1,0,1.0,
139467.jpg,手机摄影；方便；时效性,"手机摄影,为的是比相机更方便,时效性更强,更容易分享.",6,1,0,,
139470.jpg,西安；太阳能路灯,西安太阳能路灯找哪家,6,1,0,,
139472.jpg,索菲亚；恒大,"7月20日晚间,索菲亚和恒大达成协定",2,1,0,,
139474.jpg,疼；椎间盘突出,"若是您的疼痛,是椎间盘突出引发的急性疼痛",8,1,0,,
139477.jpg,日语高考；英语,"日语高考易提分:英语偏科的人,即使到了高中才开始学习日语,高考时",9,1,0,,
139478.jpg,卸；草书,卸的草书书法图片,14,1,0,,
139479.jpg,枸杞；南北干货,五分文 枸杞158g/罐 南北干货 枸杞子 熬汤好原料,7,1,0,,
139481.jpg,蚝烙；红薯粉,"念念不忘的蚝烙,金黄色圆圆的一张饼,里面有这生蚝,红薯粉,鸡蛋",7,1,0,,
139482.jpg,概念车；icon,icon概念车,6,1,0,1.0,
139487.jpg,伴娘；小礼服,伴娘服小礼服2014新短款结婚姐妹团单肩抹胸绑带香槟色公主蓬蓬裙,11,1,0,1.0,
139489.jpg,电机；变频器；多段速控制,电机使用变频器多段速控制,6,1,0,1.0,
139491.jpg,体育馆；羽毛球场,体育馆 羽毛球场 羽毛球馆 1080_709,3,3,0,,
139492.jpg,首汽约车；乐纯酸奶,首汽约车携手乐纯酸奶 拯救星期一综合症,6,1,6,,
139495.jpg,手机维修；手机问题,"本人从事手机维修行业,空闲之余为大家解答手机问题",6,1,0,,
139496.jpg,套装工具；钟表维修工具,13件组合工具 套装工具 钟表维修工具,0,1,0,1.0,
139498.jpg,龙泽仁兴；项目；投产,龙泽仁兴项目正式投产_腾讯网,2,1,0,1.0,
139499.jpg,粘稠分泌物；结痂；棉签,可以使用棉签定期清除患者鼻腔内的粘稠分泌物或者结痂,8,1,0,,
139500.jpg,火锅；莲藕,斌航莲藕火锅,7,1,0,,
139501.jpg,旧书；手札节要,手札节要旧书,14,1,0,,
139503.jpg,坛子；山坡,山坡放着坛子,10,3,0,,
139504.jpg,平面图分布,平面图分布,5,1,0,1.0,
139505.jpg,运动健儿；真挚情感；呈现,"他们的真挚情感将在大银幕上有何呈现,让我们拭目以待",3,3,0,,
139506.jpg,入坑；洗衣液," 经不起她的游说,我便来试一试.成果入了坑,也想要激烈安利给你们.",15,1,0,1.0,
139508.jpg,木甲板；功能分区,"在地面铺设几平米木甲板,进行视觉上的空间功能分区",10,3,0,,
139510.jpg,嘉年华活动；私密照片,"腐团儿回顾嘉年华活动,翻出私密照片,网友这么敢拍?",11,3,0,1.0,
139513.jpg,实木；沙发,实木卡座沙发餐椅换鞋凳转角l形储物柜卡座直角拐角穿鞋凳可定制,15,3,0,1.0,
139515.jpg,呼伦贝尔市人民医院；国家自然科学基金项目,呼伦贝尔市人民医院教授喜获1项国家自然科学基金项目,9,1,0,,
139517.jpg,鸡蛋；立着,"秘密是:在桌上撒一小撮盐,把鸡蛋立上面就可以了.)",7,1,0,1.0,
139519.jpg,共享单车；支付宝,共享单车连接支付宝芝麻信用 更像是春天里的抱团取暖,6,1,0,,
139520.jpg,支付宝；秘密；关键词,支付宝关键词拼在一起竟然是这样一个秘密,6,1,0,,
139521.jpg,耳朵听一听,耳朵听一听,9,1,0,,
139522.jpg,没钱；看不起,"当有一天你没钱了,连你最亲的人都看不起你.",5,1,0,,
139524.jpg,温度带；中国,中国温度带示意图,10,1,0,,
139526.jpg,大连；高中；作息时间,大连高中作息时间是,9,1,0,,
139532.jpg,睡觉流口水；脾虚,睡觉流口水 脾虚 脾胃虚弱 脾胃不好 养脾胃方 腹泻,8,1,0,,
139533.jpg,复产扩能；工业生产,"开发区各企业开足马力复产扩能,工业生产回归正常",5,1,0,,
139535.jpg,资料；考点,"资料太多浪费时间也没必要都过一遍,用最少的时间抓住最重要的考点才是要点",9,1,0,,
139536.jpg,波尔图；赫塞,"葡超综述:波尔图胜黑马重登榜首,赫塞首球葡体战胜",3,3,0,,
139537.jpg,寒潮；全副武装,图像叙事：,10,3,0,,
139538.jpg,浮云,浮云,10,3,0,,
139539.jpg,巨细胞；病毒感染,先天巨细胞病毒感染09,8,1,0,,
139540.jpg,海带；凉菜,海带凉菜,7,1,0,,
139541.jpg,父母离世；生老病死,"面对父母离世,生老病死人之常情",8,3,0,,
139542.jpg,安全感；告别噩梦,"告别噩梦和""安全感""宅一起 拥抱自然 美家暖心",15,3,0,1.0,
139543.jpg,家具普遍；材料,"这奠定了人类对于家具普遍的材料认知,也正是大多数人一说起家具就",15,1,0,1.0,
139544.jpg,成功路；奋斗,"成功路是一段漫长的过程,不管您的梦想是什么,记住持之以恒为之奋斗",15,1,0,1.0,
139548.jpg,东风悦达起亚；傲跑基本型,东风悦达起亚 起亚kx3 2020款 傲跑基本型,6,1,0,,
139549.jpg,腊味煲仔饭,"腊味煲仔饭还是不错的,就是有时饭有点硬.",7,1,0,,
139551.jpg,送杜少府之任蜀州；书写,「书写经典」第39期——唐·王勃《送杜少府之任蜀州》,14,1,0,,
139552.jpg,吉利帝豪；gs新车型,78万元 吉利帝豪gs新车型上市,6,1,0,1.0,
139556.jpg,中国银行；corda；合作,"我们和corda合作,就是让中国银行各方面开始熟悉它.",2,1,0,1.0,
139557.jpg,枫叶；落红,"红尘情也倦,你在枫叶凋零深处渐走远,片片落红淹没我",10,3,0,,
139558.jpg,单身母亲；自闭症儿子,邢台单身母亲陪伴自闭症儿子30余年街头摆摊理发回报社会下,5,3,0,,
139561.jpg,香料；辣椒；叻沙,"叻沙味道辛辣,浓郁,因为里面有大量的香料和辣椒调味.",7,1,0,,
139562.jpg,志愿者；测体温,"上电视报道,做志愿者为居民测体温……外国小哥们这样",5,1,0,,
139564.jpg,居民楼,居民楼,10,3,0,,
139566.jpg,草原,一片草原,10,3,0,,
139567.jpg,才高咏絮；历史故事,"""才高咏絮""有什么历史故事?",14,1,0,,
139568.jpg,学生；泪人,图为:学生哭成泪人,9,1,0,,
139570.jpg,玄关处；设计；大气稳重,玄关处的设计上用深色玄关柜来体现大气稳重的氛围,15,1,0,1.0,
139573.jpg,消痘印；种草,"之前被种草,据说对消痘印很有效,就入了.",8,1,0,,
139576.jpg,双子星；运动员,"从过去两个赛季快船双子星的表现来看,他们两人其实并不兼容.",3,3,0,,
139578.jpg,楼盘现场；美图,新鲜出炉帮你搜集东莞东城楼盘现场的最新美图,10,1,0,1.0,
139579.jpg,爱尔康；水润保湿,爱尔康(alco)视康舒视氧月抛型6片装硅水凝胶水润保湿,8,1,0,,
139580.jpg,夏季；萨里山,"夏季的萨里山,冰川融化,溪水潺潺,林木茂盛,生机盎然.",10,3,0,,
139582.jpg,遵义；快拆架出租,遵义口碑好快拆架出租公司价格,0,1,0,1.0,
139583.jpg,篮球；体育,篮球运动员3名,3,3,0,,
139585.jpg,浙理,在浙理等你,9,3,0,,
139588.jpg,好作风；解难题,用好作风解群众难题_建设,5,1,0,,
139592.jpg,甘肃；司法行政,甘肃司法行政,13,1,0,,
139595.jpg,试管婴儿；冻胚,"[试管婴儿]10号冻胚,排卵试纸阳性",6,1,0,,
139596.jpg,阅读丛书；课外；六年级,新经典日日诵12 小学生六年级课外阅读畅销丛书/10,9,1,0,,
139597.jpg,敌人；捕歼战,"捕歼战斗中抓获""敌人"".",12,3,0,,
139599.jpg,万石植物园；绿草坪,万石植物园的一片绿草坪,10,3,0,,
139600.jpg,泉州；古城,泉州古城,14,1,0,,
139601.jpg,蒙古；收回；中国,历史上中国真的有机会收回蒙古吗,14,1,0,1.0,
139603.jpg,山林；采药；村民,"但是很多靠近山林的村民,也会在适当的季节,上山采药,来贴补家用.",10,1,0,,
139606.jpg,司马昭；郤正,司马昭说道:你说的为何像是郤正的口气呢?,14,1,0,,
139609.jpg,机器设备；蓝色,蓝色机器设备,0,1,0,1.0,
139613.jpg,环湖东路；自行车专用道,环湖东路上的这种自行车专用道将会出现在春城其他地方,10,3,0,,
139615.jpg,云南普洱茶；生茶,云南普洱茶 生茶 茗纳百川 2013年春茶 冰岛纯料古树,7,1,0,,
139616.jpg,普陀山；南海观音,普陀山南海观音坐落于双峰山南端的观音跳山岗上,14,3,0,,
139619.jpg,众志成城；抗击疫情,众志成城抗击疫情,5,1,0,,
139620.jpg,撞色设计；功能区划分明,"在简约风的基础上融入撞色设计,不仅功能区划分明确还尽显时尚气质.",11,1,0,,
139621.jpg,志愿者；排队,志愿者在指挥接种的人群排队,5,1,0,,
139623.jpg,动力玄机；途胜l,那么它究竟是如何做到的呢?这便是第五代途胜l的动力玄机.,6,1,0,,
139625.jpg,注悟真篇3卷；元板三家,元板三家注悟真篇3卷,14,1,0,,
139626.jpg,太极；打摇卦工具,陶瓷起打摇卦工具太极六爻铜钱八卦速查六十四卦分宫卦象次序方盘,14,1,0,,
139627.jpg,会议神器；电子白板,台喜xboss智能会议平板会议神器电子白板触控办公教学一体机,15,1,0,1.0,
139629.jpg,困境儿童；不孤单,"关注困境儿童,宝贝不孤单!",5,1,0,,
139631.jpg,铺装；方式,叫我嘻嘻嘻采集到铺装方式意向,15,1,0,1.0,
139632.jpg,海岸码头；货轮轮船；集装箱运输,海岸码头边停靠的货轮轮船和集装箱运输,0,1,0,1.0,
139635.jpg,绿肥种植与利用；正版,正版绿肥种植与利用,9,1,0,,
139636.jpg,韩侂胄；北伐,"韩侂胄在北伐的这件事情上,既出了心力,又散尽了家财",14,1,0,,
139637.jpg,锂电池；充电速度,虽然现在有报道称在研发一种能够使锂电池充电速度比当前速度快,6,1,0,,
139641.jpg,上海；孕婴童展,上海cbme孕婴童展##种草花花万物##cbme全球母婴节,15,1,0,1.0,
139645.jpg,亲历农村卫生六十年；农村卫生文选,亲历农村卫生六十年农村卫生文选,9,1,0,,
139646.jpg,榆横大队；先进模范事迹；报告会,榆横大队举行先进模范事迹报告会,13,1,0,1.0,
139648.jpg,万寿菊,万寿菊,10,3,0,,
139649.jpg,常年变应；尘螨,"常年变应原有尘螨,室内真菌和动物皮屑(多为猫和狗)等",8,1,0,,
139650.jpg,高考；发挥失常,"可是高考谈何容易,每年因为高考发挥失常的人不计其数.",9,3,0,,
139651.jpg,夏装；宽松短袖,实拍2018新款夏装上衣宽松短袖t恤女士韩版学生半袖衣服视频,11,1,0,,
139652.jpg,限行,限行,15,1,0,1.0,
139656.jpg,助攻王；德甲；中国,"前德甲助攻王在中国挂靴, 18个月后等来迟到的告别赛",3,3,0,,
139657.jpg,东京残奥会；中国体育代表团,东京残奥会中国体育代表团第三批团队抵达东京,3,3,6,,
139660.jpg,脾胃不好；孩子,孩子不爱吃饭担心是脾胃不好?那就学学这几道菜吧~你绝对用得上的!,7,1,0,,
139661.jpg,京沪高速；收费站,京沪高速泰州收费站,10,3,0,,
139662.jpg,杭州；羽球天后,8年后杭州又诞生羽球天后 19岁全运会女单摘金,3,3,6,,
139663.jpg,工业升级；光明路,"遴选试点:国家为工业升级寻找""光明路""",6,1,0,,
139668.jpg,儿童幼教；塑料摇马,厂家直销 儿童幼教塑料摇马 宝宝游乐卡通摇乐,9,1,0,1.0,
139669.jpg,教师节；经典名句,"教师节丨那些年老师说过的经典名句,今天很想再听一次",9,1,0,,
139671.jpg,c罗,同年c罗,3,1,0,,
139675.jpg,双电脑2口；网线,86型双电脑2口网线rj45二位网络 光纤插座sc光钎信息,15,1,0,1.0,
139677.jpg,无碘盐；中盐,中盐 无碘盐 未加碘天山湖盐 300g 调味品,7,1,0,,
139679.jpg,身价；蓝领技能培训,"为涨""身价"" 蓝领技能培训年末咨询增长13.7%",9,1,0,1.0,
139680.jpg,斯巴鲁；试驾,传承与突破 试驾斯巴鲁城市suv新森林人(1/42),6,1,0,,
139681.jpg,社交礼仪；握手,第三章 社交礼仪-握手-拥抱礼仪ppt,9,1,0,,
139686.jpg,曹操,曹操旁边围着一群大臣,14,3,0,,
139688.jpg,工厂煤场；清扫车,实力工厂煤场清扫车翠屏,0,1,0,1.0,
139689.jpg,太原科技大学,太原科技大学logo,9,1,0,,
139692.jpg,精微透雕；刀锋,"精微透雕,用刀要稳,刀锋划过的角度,力度都要精准无误,轻重适度.",14,1,0,,
139693.jpg,江苏电力公司；有序充电项目,江苏电力公司试点有序充电项目,6,1,0,,
139694.jpg,衣服；蓝色；成熟稳重,"衣服的颜色也是比较深的蓝色,符合梅婷这个年纪的成熟稳重.",11,3,0,,
139697.jpg,深圳企业；考察,廖茂忠率队到深圳企业考察 开展招商洽谈 鼓励乡贤回归,2,3,0,1.0,
139701.jpg,孩子；阶段；身高变化,"下面大家先来看一组图片,看看孩子每一个阶段的身高变化",8,1,0,,
139702.jpg,开慧村语,开慧村语-湖南大学出版社,9,1,0,,
139703.jpg,捕鱼猛禽；鹗,捕鱼猛禽--鹗,10,3,0,,
139704.jpg,明代古籍；《字汇》；字典,"明代古籍:明代梅膺祚编纂的《字汇》,最早的字典!",14,1,0,,
139705.jpg,时尚；女上司；ol装,去时尚女上司家做客 她这身短裙黑丝的ol装怎么样,11,3,0,,
139710.jpg,玄学分析；掌纹,《玄学分析》从明凯八字看其人!,14,1,0,,
139711.jpg,揭牌成立；冰城海关,冰城海关在哈尔滨新区正式揭牌成立,13,3,0,1.0,
139712.jpg,加氢技术；反应；汽提,该加氢技术的工艺流程包括反应和汽提两部分,6,1,0,,
139713.jpg,光学防抖；细节丰富,"另一张5x的特写,还是不错的,细节丰富,光学防抖让手持相当稳.",6,3,0,,
139714.jpg,净利率情况；销售费用率,"净利率情况(单位:%)费用率方面,三家均是以销售费用率为主.",2,1,0,,
